bus_no,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,price,seat_availability
70,APSRTC - 5457,Super Luxury (Non AC Seater 2+2 Push Back),21:30,06h 00m,03:30,4.4,398,31
70,APSRTC - 5315,Super Luxury (Non AC Seater 2+2 Push Back),21:45,06h 15m,04:00,4.5,399,31
70,APSRTC - 5449,Super Luxury (Non AC Seater 2+2 Push Back),21:45,07h 00m,04:45,3.5,425,31
70,APSRTC - 5094,Super Luxury (Non AC Seater 2+2 Push Back),21:45,05h 35m,03:20,2.1,398,30
70,APSRTC - 5028,Super Luxury (Non AC Seater 2+2 Push Back),22:00,05h 35m,03:35,4.0,398,24
70,APSRTC - 5052,VENNELA (A.C. SLEEPER),22:00,04h 45m,02:45,4.1,600,11
70,APSRTC - 5447,Super Luxury (Non AC Seater 2+2 Push Back),22:10,06h 00m,04:10,3.6,398,30
70,APSRTC - 5086,Super Luxury (Non AC Seater 2+2 Push Back),22:25,05h 35m,04:00,4.3,398,31
70,APSRTC - 5463,SAPTAGIRI EXPRESS,22:30,06h 00m,04:30,4.0,284,44
70,APSRTC - 47148,INDRA(A.C. Seater),22:30,05h 15m,03:45,4.4,506,37
70,APSRTC - 5459,SAPTAGIRI EXPRESS,23:00,06h 00m,05:00,3.9,284,44
70,APSRTC - 5445,Super Luxury (Non AC Seater 2+2 Push Back),23:15,05h 25m,04:40,3.7,398,31
70,APSRTC - 5465,SAPTAGIRI EXPRESS,23:20,06h 00m,05:20,4.1,284,44
70,APSRTC - 5453,Super Luxury (Non AC Seater 2+2 Push Back),23:30,06h 00m,05:30,4.5,398,20
70,APSRTC - 47239,Express(Non AC Seater),23:35,06h 25m,06:00,3.8,280,45
70,APSRTC - 5461,SAPTAGIRI EXPRESS,23:55,06h 00m,05:55,3.8,284,39
70,NueGo,Electric A/C Seater (2+2),05:00,06h 25m,11:25,4.2,314,13
70,NueGo,Electric A/C Seater (2+2),06:00,05h 45m,11:45,3.9,314,24
70,FRESHBUS,Electric A/C Seater (2+2),06:10,06h 10m,12:20,4.8,489,15
70,NueGo,Electric A/C Seater (2+2),07:00,05h 45m,12:45,4.0,297,32
70,FRESHBUS,Electric A/C Seater (2+2),07:15,06h 15m,13:30,4.6,450,36
70,NueGo,Electric A/C Seater (2+2),09:00,05h 45m,14:45,3.9,314,27
70,NueGo,Electric A/C Seater (2+2),11:00,06h 25m,17:25,3.7,314,19
70,NueGo,Electric A/C Seater (2+2),13:00,05h 45m,18:45,3.9,314,32
70,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),13:45,05h 48m,19:33,4.2,300,35
70,NueGo,Electric A/C Seater (2+2),14:00,05h 45m,19:45,4.1,314,31
70,FRESHBUS,Electric A/C Seater (2+2),14:30,06h 00m,20:30,4.5,450,35
70,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),14:55,05h 48m,20:43,3.8,300,32
70,Shree Manikanta Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),16:30,04h 40m,21:10,3.0,599,31
70,Jagan Travels,A/C Sleeper (2+1),16:45,04h 45m,21:30,4.5,695,22
70,Jabbar Travels,VE A/C Sleeper (2+1),17:00,07h 30m,00:30,3.8,720,30
70,FRESHBUS,Electric A/C Seater (2+2),17:30,07h 05m,00:35,4.7,450,41
70,IntrCity SmartBus,A/C Seater / Sleeper (2+1),18:00,06h 25m,00:25,3.6,520,33
70,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),18:00,06h 30m,00:30,4.5,550,33
70,Orange Tours And Travels,NON A/C Sleeper (2+1),18:00,05h 55m,23:55,3.2,600,38
70,NueGo,Electric A/C Seater (2+2),18:00,06h 55m,00:55,4.0,314,34
70,Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),19:00,04h 30m,23:30,3.5,599,34
70,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),19:30,04h 15m,23:45,4.5,499,32
70,Svkdt travels,A/C Sleeper (2+1),19:30,04h 15m,23:45,3.3,752,13
70,Rajeswari Travels,Non A/C Seater / Sleeper (2+1),19:30,07h 30m,03:00,3.1,500,19
70,RK Travels,Non A/C Seater / Sleeper (2+1),20:20,07h 00m,03:20,3.6,399,24
70,RK Travels,Non A/C Seater / Sleeper (2+1),20:30,07h 00m,03:30,3.4,399,30
70,Sri Vengamamba Bus Transport (SVBT),A/C Sleeper (2+1),20:30,05h 30m,02:00,4.5,600,20
70,Kamakshi Tours And Travels,A/C Sleeper (2+1),20:30,05h 15m,01:45,3.8,700,24
70,IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:35,04h 15m,00:50,3.9,530,33
70,MRS TRAVELS,A/C Sleeper (2+1),20:45,06h 45m,03:30,4.4,599,23
70,BSRM Travels,Non A/C Seater / Sleeper (2+1),20:45,07h 15m,04:00,4.6,399,25
70,FRESHBUS,Electric A/C Seater (2+2),20:55,06h 35m,03:30,4.6,450,34
70,Zingbus Plus,VE A/C Sleeper (2+1),21:00,04h 25m,01:25,3.9,506,18
70,Abhishek Bus,Scania Multi-Axle AC Semi Sleeper (2+2),21:00,05h 50m,02:50,3.3,349,36
70,RK Travels,A/C Seater / Sleeper (2+1),21:00,07h 00m,04:00,4.0,499,28
70,Sri Vengamamba Bus Transport (SVBT),A/C Seater/Sleeper (2+1),21:00,06h 00m,03:00,4.4,500,23
70,KMBT Travels,A/C Seater / Sleeper (2+1),21:30,05h 30m,03:00,3.0,664,34
70,ASHITHA TRAVELS,A/C Sleeper (2+1),21:40,06h 05m,03:45,3.2,759,32
70,Sri Vengamamba Bus Transport (SVBT),A/C Seater/Sleeper (2+1),21:40,06h 20m,04:00,3.0,578,25
70,Rajeswari Travels,NON A/C Sleeper (2+1),21:45,06h 50m,04:35,3.1,600,23
70,Vihari Travels ,NON A/C Sleeper (2+1),22:00,05h 00m,03:00,3.8,532,22
70,Svkdt travels,A/C Sleeper (2+1),22:00,04h 00m,02:00,3.3,752,23
70,GreenLine Travels And Holidays,Non A/C Seater / Sleeper (2+1),22:00,06h 00m,04:00,4.2,530,27
70,Go Tour Travels and Holidays,A/C Sleeper (2+1),22:00,05h 00m,03:00,4.5,660,16
70,AGR Travels,A/C Sleeper (2+1),22:00,06h 00m,04:00,4.2,549,15
70,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:00,04h 15m,02:15,4.8,577,32
70,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),22:15,06h 00m,04:15,3.5,450,20
70,SRI RATAN TATA EXPRESS,A/C Sleeper (2+1),22:15,05h 15m,03:30,3.7,550,24
70,AKHILA TRAVELS,A/C Semi Sleeper / Sleeper (2+1),22:25,04h 21m,02:46,3.7,599,26
70,FRESHBUS,Electric A/C Seater (2+2),22:30,06h 20m,04:50,4.4,450,39
70,VEGA BUS,A/C Seater / Sleeper (2+1),22:30,05h 30m,04:00,3.1,523,28
70,Intercity travels,Bharat Benz A/C Sleeper (2+1),22:30,05h 00m,03:30,4.7,699,21
70,SURAJ TRAVEL HOUSE,VE A/C Semi Sleeper (2+2),22:30,06h 00m,04:30,,599,33
70,AKHILA TRAVELS,A/C Semi Sleeper / Sleeper (2+1),22:40,04h 20m,03:00,3.7,599,28
70,Jabbar Travels,NON A/C Sleeper (2+1),22:45,05h 15m,04:00,4.1,400,28
70,LUCKY TRAVELS,A/C Sleeper (2+1),22:45,05h 20m,04:05,4.0,649,25
70,Jabbar Travels,A/C Sleeper (2+1),22:45,04h 45m,03:30,3.4,433,26
70,Zingbus Plus,A/C Seater / Sleeper (2+1),22:55,04h 55m,03:50,4.3,417,36
70,LUCKY TRAVELS,NON A/C Sleeper (2+1),23:00,05h 30m,04:30,3.9,599,30
70,Sri Vinayaka Travels,A/C Seater / Sleeper (2+1),23:00,04h 30m,03:30,4.8,550,32
70,NueGo,Electric A/C Seater (2+2),23:00,06h 55m,05:55,3.8,314,38
70,FRESHBUS,Electric A/C Seater (2+2),23:00,05h 45m,04:45,4.4,450,42
70,GreenLine Travels And Holidays,NON A/C Sleeper (2+1),23:00,06h 00m,05:00,3.2,660,20
70,JTS Tours and Travels,A/C Sleeper (2+1),23:30,04h 29m,03:59,3.1,540,26
70,Rajeswari Travels,Non A/C Seater / Sleeper (2+1),23:30,04h 30m,04:00,3.3,450,28
70,FRESHBUS,Electric A/C Seater (2+2),23:50,06h 15m,06:05,4.6,475,35
70,NueGo,Electric A/C Seater (2+2),23:50,05h 55m,05:45,4.3,314,37
70,Rajesh Transports,A/C Seater / Sleeper (2+1),23:50,04h 05m,03:55,4.4,550,39
70,KKaveri Travels,Non A/C Seater / Sleeper (2+1),10:00,06h 00m,16:00,2.4,500,25
70,KKaveri Travels,Non A/C Seater / Sleeper (2+1),14:00,05h 15m,19:15,2.0,630,27
70,Sai Sri Durga Travels,Non A/C Seater / Sleeper (2+1),14:30,02h 40m,17:10,2.7,3999,40
70,KKaveri Travels,Non A/C Seater / Sleeper (2+1),16:00,05h 00m,21:00,2.4,630,31
70,SRS Travels,Non A/C Seater / Sleeper (2+1),17:15,06h 40m,23:55,2.6,550,36
70,KKaveri Travels,Non A/C Seater / Sleeper (2+1),18:00,04h 16m,22:16,2.4,630,27
70,Abhishek Bus,A/C Seater/Sleeper (2+1),18:05,05h 50m,23:55,2.8,400,27
70,SRKT Travels,A/C Seater / Sleeper (2+1),18:45,05h 05m,23:50,2.2,650,33
70,Sri Venkataramana Travels,Non A/C Seater / Sleeper (2+1),18:45,06h 00m,00:45,2.2,585,41
70,CHAITRA SRI TRAVELS,Non A/C Seater / Sleeper (2+1),19:15,05h 35m,00:50,1.9,500,30
70,SRKT Travels,A/C Seater / Sleeper (2+1),19:30,05h 00m,00:30,2.2,650,31
70,Varsha Travels,A/C Sleeper (2+1),19:30,03h 30m,23:00,1.3,1899,18
70,VEGA BUS,A/C Seater / Sleeper (2+1),20:00,06h 40m,02:40,2.9,475,30
70,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),20:00,03h 59m,23:59,2.2,600,23
70,KKaveri Travels,Non A/C Seater / Sleeper (2+1),20:00,04h 10m,00:10,2.4,504,31
70,GreenLine Travels And Holidays,A/C Sleeper (2+1),20:15,05h 45m,02:00,1.9,1999,13
70,RK Travels,Non A/C Seater / Sleeper (2+1),20:30,07h 30m,04:00,2.9,399,31
70,KMBT Travels,Non A/C Seater / Sleeper (2+1),21:00,05h 30m,02:30,2.0,617,29
70,Komitla Trans lines.,A/C Sleeper (2+1),21:00,06h 00m,03:00,1.8,599,26
70,Bharathi Travels,Non A/C Seater / Sleeper (2+1),22:00,06h 00m,04:00,2.9,599,36
70,KKaveri Travels,Non A/C Seater / Sleeper (2+1),22:30,05h 00m,03:30,2.9,504,32
70,GKT TRAVELS,A/C Seater / Sleeper (2+1),22:30,05h 00m,03:30,2.8,427,30
70,RKT Tours and Travels,A/C Sleeper (2+1),23:00,05h 30m,04:30,1.7,890,29
70,Simhapuri Travels,NON A/C Sleeper (2+1),23:00,04h 00m,03:00,1.8,570,23
70,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),15:00,04h 30m,19:30,3.4,1200,27
70,Rajesh Transports,NON A/C Sleeper (2+1),15:30,04h 40m,20:10,3.9,800,28
70,Orange Tours and Travels Platinum,Volvo Multi-Axle Sleeper A/C (2+1),15:30,05h 30m,21:00,3.9,800,40
70,Jaishree Travels,Bharat Benz A/C Sleeper (2+1),16:00,04h 40m,20:40,3.3,1288,25
70,SRI RATAN TATA EXPRESS,A/C Sleeper (2+1),16:00,05h 01m,21:01,3.7,1399,26
70,Abhishek Bus,A/C Sleeper (2+1),16:10,06h 50m,23:00,3.0,1400,1
70,Rajesh Transports,A/C Sleeper (2+1),16:15,04h 45m,21:00,4.7,1052,6
70,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),16:30,05h 00m,21:30,3.2,799,25
70,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),17:00,05h 00m,22:00,3.4,2149,2
70,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),17:00,04h 15m,21:15,4.3,1008,35
70,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),17:00,05h 00m,22:00,3.4,1100,32
70,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),17:30,05h 00m,22:30,3.4,1449,26
70,Rajesh Transports,A/C Seater / Sleeper (2+1),17:30,04h 25m,21:55,4.7,969,26
70,Sri Krishna Travels,A/C Sleeper (2+1),17:30,05h 15m,22:45,3.7,1100,21
70,Svkdt travels,A/C Sleeper (2+1),17:30,05h 01m,22:31,3.7,905,27
70,Navayuga Travels,A/C Sleeper (2+1),18:10,04h 30m,22:40,4.0,1110,31
70,Rajesh Transports,A/C Sleeper (2+1),18:15,04h 25m,22:40,3.7,875,28
70,Intercity travels,Bharat Benz A/C Sleeper (2+1),18:30,05h 00m,23:30,4.6,2211,18
70,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:00,04h 25m,23:25,3.9,1010,24
70,Sri Krishna Travels,A/C Sleeper (2+1),19:00,04h 30m,23:30,3.7,1100,26
70,Prasanna Travels,A/C Sleeper (2+1),19:00,04h 30m,23:30,3.3,1050,25
70,Abhishek Bus,A/C Sleeper (2+1),19:00,04h 43m,23:43,3.0,800,25
70,Sri Krishna Travels,A/C Sleeper (2+1),19:15,04h 40m,23:55,3.7,1000,20
70,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),19:30,06h 00m,01:30,3.7,800,19
70,Chalasani Travels (Kaleswari),A/C Sleeper (2+1),19:30,04h 33m,00:03,4.3,1100,20
70,IRA Travels,A/C Sleeper (2+1),19:30,04h 29m,23:59,3.0,1125,25
70,Intercity travels,Bharat Benz A/C Sleeper (2+1),19:35,04h 24m,23:59,4.4,1011,13
70,CCC Bus,A/C Sleeper (2+1),19:45,03h 55m,23:40,4.3,799,24
70,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:45,04h 14m,23:59,3.4,1399,15
70,Vibhav Holidays,A/C Sleeper (2+1),20:00,27h 00m,23:00,3.0,1903.81,9
70,BNR Travels,NON A/C Sleeper (2+1),20:30,07h 15m,03:45,3.5,4090,24
70,Sri Krishna Travels,A/C Sleeper (2+1),20:30,05h 30m,02:00,3.7,1000,17
70,Rajesh Transports,NON A/C Sleeper (2+1),20:30,04h 25m,00:55,4.3,800,21
70,Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),21:00,03h 30m,00:30,3.9,975,35
70,CHOPPA TRAVELS,NON A/C Sleeper (2+1),21:00,06h 30m,03:30,4.1,799,21
70,Chalasani Travels (Kaleswari),A/C Sleeper (2+1),21:00,04h 11m,01:11,4.3,1250,21
70,CHOPPA TRAVELS,A/C Sleeper (2+1),21:00,06h 45m,03:45,3.2,799,24
70,METRO LINES TRAVELS,NON A/C Seater/ Sleeper (2+1),21:00,06h 00m,03:00,3.8,2500,39
70,Abhishek Bus,A/C Sleeper (2+1),21:15,05h 45m,03:00,3.0,949,27
70,GreenLine Travels And Holidays,A/C Sleeper (2+1),21:15,07h 00m,04:15,4.0,820,27
70,IRA Travels,Bharat Benz A/C Sleeper (2+1),21:30,05h 00m,02:30,3.0,3300,36
70,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),21:30,04h 05m,01:35,4.6,809,32
70,Kaveri Travels,A/C Sleeper (2+1),21:30,05h 30m,03:00,3.7,840,30
70,Kaveri Travels,A/C Sleeper (2+1),21:30,04h 30m,02:00,3.7,3999,30
70,CCC Bus,A/C Sleeper (2+1),21:45,03h 45m,01:30,4.3,999,28
70,IntrCity SmartBus,Volvo Multi Axle Sleeper B11R (2+1),21:50,05h 05m,02:55,3.0,1082,31
70,Rajesh Transports,NON A/C Sleeper (2+1),22:00,04h 30m,02:30,5.0,800,29
70,BNR Travels,A/C Sleeper (2+1),22:20,05h 40m,04:00,3.5,900,26
70,IRA Travels,Bharat Benz A/C Sleeper (2+1),22:30,04h 30m,03:00,3.0,1000,29
70,Shyamoli Paribahan Pvt Ltd,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:30,03h 15m,01:45,3.4,1080,30
70,IRA Travels,Bharat Benz A/C Sleeper (2+1),22:30,04h 15m,02:45,3.0,3999,36
70,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),22:30,03h 00m,01:30,4.4,1080,24
70,GreenLine Travels And Holidays,VE A/C Sleeper (2+1),22:30,05h 30m,04:00,3.7,900,20
70,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:30,04h 30m,03:00,4.0,1000,16
70,GreenLine Travels And Holidays,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:45,06h 15m,05:00,3.5,799,36
70,Green Line Travels And Holidays Premium Business Class,VE Executive A/C Sleeper (1+1),23:00,05h 00m,04:00,3.5,1249,17
70,GreenLine Travels And Holidays,A/C Sleeper (2+1),23:15,05h 15m,04:30,4.0,900,22
70,Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),23:20,04h 10m,03:30,4.4,1080,28
70,Spectra Connect,A/C Sleeper (2+1),23:30,03h 30m,03:00,3.3,1665,25
70,Meenakshi Travels (RR Group),A/C Sleeper (2+1),13:00,16h 00m,05:00,1.6,9999,4
70,Komitla Trans lines.,NON AC Seater / Sleeper 2+1,13:00,07h 15m,20:15,2.1,1039,10
70,SVD Vedansh Travels,A/C Sleeper (2+1),14:30,06h 30m,21:00,2.5,1249,30
70,V Kaveri Travels,VE A/C Sleeper (2+1),15:00,05h 45m,20:45,2.8,1090,25
70,Komitla Trans lines.,NON A/C Sleeper (2+1),15:30,05h 00m,20:30,2.1,999,24
70,KKaveri Travels,NON A/C Sleeper (2+1),16:00,06h 15m,22:15,2.4,1090,10
70,Navayuga Travels,A/C Sleeper (2+1),16:20,04h 50m,21:10,2.9,1110,22
70,Orange Tours And Travels,A/C Sleeper (2+1),16:30,05h 15m,21:45,2.2,800,30
70,Cherry Collars,Bharat Benz A/C Sleeper (2+1),17:00,05h 20m,22:20,2.5,1590,25
70,Orange Tours and Travels Grand,A/C Sleeper (2+1),17:30,05h 45m,23:15,2.3,800,34
70,Morning Star Travels,A/C Sleeper (2+1),17:30,06h 20m,23:50,2.6,1290,26
70,Svkdt travels,Scania AC Multi Axle Sleeper (2+1),18:30,05h 25m,23:55,2.4,900,19
70,Morning Star Travels,Scania AC Multi Axle Sleeper (2+1),18:30,04h 45m,23:15,2.6,1890,34
70,Jagan Travels,A/C Sleeper (2+1),19:00,04h 45m,23:45,2.2,946,27
70,GreenLine Travels And Holidays,A/C Sleeper (2+1),20:00,07h 00m,03:00,2.1,1999,19
70,CHAITRA SRI TRAVELS,Non A/C Seater / Sleeper (2+1),20:30,04h 20m,00:50,1.9,3999,41
70,Varsha Travels,A/C Sleeper (2+1),20:30,26h 30m,23:00,1.9,1899,16
70,Sree Hari Travels,NON A/C Sleeper (2+1),20:30,05h 00m,01:30,2.6,3999,30
70,KGN and NR TRAVELS,Volvo Multi Axle B9R A/C Sleeper (2+1),20:50,06h 40m,03:30,2.9,1600,37
70,KGN and NR TRAVELS,A/C Seater / Sleeper (2+1),20:50,07h 10m,04:00,2.9,1599,39
70,GEETHA TRAVELS,A/C Sleeper (2+1),21:00,06h 30m,03:30,1.3,4000,32
70,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),21:00,03h 20m,00:20,2.8,1080,35
70,Durga Shree Travels,A/C Sleeper (2+1),21:05,24h 30m,21:35,1.4,2399,17
70,Varsha Travels,A/C Sleeper (2+1),21:15,24h 30m,21:45,1.7,1899,22
70,Morning Star Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21:30,04h 00m,01:30,2.6,1290,32
70,KGN and NR TRAVELS,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),21:50,06h 10m,04:00,2.9,1200,49
70,NAS Travels,A/C Sleeper (2+1),22:00,05h 00m,03:00,,1049,27
70,V Kaveri Travels,VE A/C Sleeper (2+1),22:00,05h 15m,03:15,2.8,800,23
70,Rapid Travels,NON A/C Sleeper (2+1),22:00,05h 00m,03:00,2.4,1599,21
70,Komitla Trans lines.,NON A/C Sleeper (2+1),22:00,03h 55m,01:55,2.7,799,24
70,GRV Yatrikha LLP,Scania AC Multi Axle Sleeper (2+1),22:30,04h 30m,03:00,2.0,799,14
70,KTC Travels,A/C Seater / Sleeper (2+1),22:30,06h 15m,04:45,1.7,990,42
70,Rapid Travels,NON A/C Sleeper (2+1),22:45,04h 35m,03:20,2.1,1199,30
70,Sri Krishna Travels,A/C Sleeper (2+1),23:00,04h 30m,03:30,2.8,1000,29
70,VRL Travels,Volvo Multi-Axle A/C Sleeper (2+1),17:00,04h 00m,21:00,3.4,1900,13
70,VRL Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),18:15,04h 00m,22:15,3.4,1100,51
70,VRL Travels,A/C Sleeper (2+1),21:30,03h 30m,01:00,3.4,900,26
71,APSRTC - 36017,Super Luxury (Non AC Seater 2+2 Push Back),04:00,03h 34m,07:34,4.3,302,29
71,APSRTC - 36404,Super Luxury (Non AC Seater 2+2 Push Back),05:00,03h 34m,08:34,3.8,302,25
71,APSRTC - 4440,Super Luxury (Non AC Seater 2+2 Push Back),07:00,03h 54m,10:54,4.2,313,31
71,APSRTC - 36402,Super Luxury (Non AC Seater 2+2 Push Back),08:00,03h 34m,11:34,3.4,302,34
71,APSRTC - 36004,Super Luxury (Non AC Seater 2+2 Push Back),08:30,03h 34m,12:04,4.5,302,33
71,APSRTC - 4404,Super Luxury (Non AC Seater 2+2 Push Back),09:15,03h 34m,12:49,4.2,302,34
71,APSRTC - 36408,Super Luxury (Non AC Seater 2+2 Push Back),10:00,03h 34m,13:34,3.5,302,31
71,APSRTC - 36400,Super Luxury (Non AC Seater 2+2 Push Back),11:00,03h 34m,14:34,4.4,302,34
71,APSRTC - 45141,Super Luxury (Non AC Seater 2+2 Push Back),11:00,03h 25m,14:25,3.9,331,11
71,APSRTC - 4401,Super Luxury (Non AC Seater 2+2 Push Back),11:45,03h 34m,15:19,4.2,334,1
71,APSRTC - 36430,Super Luxury (Non AC Seater 2+2 Push Back),14:00,03h 34m,17:34,4.2,302,29
71,APSRTC - 4408,Super Luxury (Non AC Seater 2+2 Push Back),15:00,03h 34m,18:34,3.8,302,33
71,APSRTC - 4430,Super Luxury (Non AC Seater 2+2 Push Back),17:30,03h 54m,21:24,3.0,313,11
71,APSRTC - 36005,Super Luxury (Non AC Seater 2+2 Push Back),18:30,03h 34m,22:04,4.0,302,34
71,APSRTC - 4406,Super Luxury (Non AC Seater 2+2 Push Back),20:00,04h 03m,00:03,3.7,302,34
71,APSRTC - 4418,Super Luxury (Non AC Seater 2+2 Push Back),22:00,03h 34m,01:34,4.4,302,3
71,APSRTC - 4393,Super Luxury (Non AC Seater 2+2 Push Back),22:30,03h 34m,02:04,4.4,334,16
71,APSRTC - 4379,Super Luxury (Non AC Seater 2+2 Push Back),23:00,03h 34m,02:34,4.7,334,29
71,APSRTC - 4391,Super Luxury (Non AC Seater 2+2 Push Back),23:30,03h 34m,03:04,4.2,334,17
71,TSRTC - 9718,Deluxe (Non AC Seater 2+2),05:45,04h 00m,09:45,4.4,265,34
71,TSRTC - 9712,Deluxe (Non AC Seater 2+2),12:30,03h 50m,16:20,3.0,265,35
71,TSRTC - 9714,Deluxe (Non AC Seater 2+2),14:30,03h 30m,18:00,4.3,265,35
71,TSRTC - 8106,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:20,04h 10m,02:30,3.1,302,31
71,IVR Tours and Travels,NON AC Seater / Sleeper 2+1,01:00,04h 00m,05:00,3.8,807,19
71,Dosti Tours and Travels,A/C Sleeper (2+1),00:30,06h 10m,06:40,4.3,799,5
71,IVR Tours and Travels,Non A/C Seater / Sleeper (2+1),01:00,05h 00m,06:00,3.8,807,26
71,Harikrishna Travels,Non A/C Seater / Sleeper (2+1),23:30,04h 00m,03:30,3.0,800,41
71,Giridhar Tours and Travels,Non A/C Seater / Sleeper (2+1),23:50,04h 35m,04:25,4.2,4999,1
71,Harikrishna Travels,Non A/C Seater / Sleeper (2+1),00:30,04h 30m,05:00,3.0,770,33
72,TSRTC - 8301,Lahari Non A/C Sleeper Cum Seater,03:00,04h 30m,07:30,2.0,348,27
72,TSRTC - 8303,Lahari Non A/C Sleeper Cum Seater,05:00,04h 30m,09:30,2.0,348,38
72,TSRTC - 8710,Lahari Non A/C Sleeper Cum Seater,14:00,04h 00m,18:00,2.0,348,43
72,NueGo,Electric A/C Seater/Sleeper (2+1),00:20,04h 25m,04:45,4.8,289,5
72,Sree Sambhavi Tours and Travels,Non A/C Seater / Sleeper (2+1),00:40,04h 20m,05:00,3.2,570,25
72,IRA Travels,A/C Seater / Sleeper (2+1),00:50,04h 20m,05:10,3.9,500,14
72,Shyamoli Paribahan Pvt Ltd,A/C Seater/Sleeper (2+1),00:50,02h 45m,03:35,4.3,899,15
72,Navin Travels,Non A/C Seater / Sleeper (2+1),00:58,05h 32m,06:30,3.9,555,5
72,NueGo,Electric A/C Seater (2+2),01:05,04h 25m,05:30,3.7,456,5
72,GMRK Tours and Travels,Bharat Benz A/C Sleeper (2+1),01:45,03h 15m,05:00,4.5,499,11
72,Sri VInayaka Travels(Siva's),NON A/C Sleeper (2+1),01:50,04h 40m,06:30,3.7,649,18
72,Yolo Bus,A/C Sleeper (2+1),02:00,04h 33m,06:33,3.4,600,25
72,Sri VInayaka Travels(Siva's),A/C Seater / Sleeper (2+1),02:30,03h 50m,06:20,3.7,549,29
72,SRKT Travels,Non A/C Seater / Sleeper (2+1),02:30,03h 40m,06:10,3.9,420,16
72,SRKT Travels,A/C Seater / Sleeper (2+1),02:30,04h 00m,06:30,3.9,640,13
72,Yolo Bus,Bharat Benz A/C Sleeper (2+1),02:31,04h 29m,07:00,3.4,700,16
72,VV Vinayak Travels,Non A/C Seater / Sleeper (2+1),02:45,03h 10m,05:55,3.1,425,16
72,NueGo,Electric A/C Seater/Sleeper (2+1),02:50,04h 25m,07:15,3.7,190,6
72,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),03:00,04h 15m,07:15,3.4,649,23
72,Zingbus Plus,A/C Sleeper (2+1),03:00,03h 20m,06:20,4.3,722,17
72,SVR Tours and Travels,A/C Seater / Sleeper (2+1),03:00,04h 00m,07:00,3.1,360,25
72,Mozo travels,A/C Sleeper (2+1),03:20,04h 20m,07:40,4.0,729,9
72,Ramana Tours And Travels,A/C Sleeper (2+1),04:10,04h 25m,08:35,4.1,579,16
72,PRL BUS,A/C Seater / Sleeper (2+1),04:10,04h 35m,08:45,4.0,450,30
72,Zingbus Plus,A/C Sleeper (2+1),04:30,03h 55m,08:25,4.3,550,26
72,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),04:30,04h 00m,08:30,3.4,799,17
72,Jagan Travels,A/C Sleeper (2+1),04:30,04h 00m,08:30,4.0,900,11
72,Mythri Tours And Travels,A/C Sleeper (2+1),05:00,03h 45m,08:45,4.9,749,11
72,Jagan Travels,A/C Sleeper (2+1),05:30,05h 15m,10:45,4.0,599,13
72,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),05:30,04h 00m,09:30,3.4,899,21
72,Mozo travels,A/C Seater / Sleeper (2+1),05:45,04h 25m,10:10,4.0,360,9
72,SRI RATAN TATA EXPRESS,A/C Sleeper (2+1),06:01,04h 44m,10:45,3.5,800,16
72,Shree Manikanta Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),06:30,02h 50m,09:20,4.1,699,4
