bus_no,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,price,seat_availability
61,TSRTC - 40262,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",02:50,06h 40m,09:30,4.2,396,31
61,TSRTC - 40462,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:10,06h 40m,09:50,3.8,396,31
61,TSRTC - 40231,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:20,05h 30m,08:50,3.6,396,30
61,TSRTC - 30062,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),03:40,06h 10m,09:50,4.4,480,30
61,TSRTC - 40210,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:45,06h 45m,10:30,3.5,396,28
61,TSRTC - 40010,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:50,06h 20m,10:10,3.1,396,31
61,TSRTC - 1421,RAJDHANI (A.C. Semi Sleeper),04:10,05h 00m,09:10,2.4,480,34
61,TSRTC - 1425,RAJDHANI (A.C. Semi Sleeper),04:25,06h 05m,10:30,2.9,480,32
61,TSRTC - 40662,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:30,06h 40m,11:10,3.0,396,31
61,TSRTC - 30262,RAJDHANI (A.C. Semi Sleeper),04:30,06h 30m,11:00,1.8,480,35
61,TSRTC - 1467,RAJADHANI AC (CONVERTED METRO LUXURY),04:30,05h 00m,09:30,3.6,480,35
61,TSRTC - 40410,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:45,06h 45m,11:30,2.1,396,31
61,TSRTC - 12062,eGARUDA,04:55,05h 05m,10:00,3.9,533,28
61,TSRTC - 1524,RAJADHANI AC (CONVERTED METRO LUXURY),05:10,05h 00m,10:10,2.4,480,35
61,TSRTC - 1431,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),05:10,06h 20m,11:30,3.5,480,41
61,TSRTC - 40431,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:20,05h 30m,10:50,3.8,396,27
61,TSRTC - 30462,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),05:30,06h 20m,11:50,4.0,480,39
61,TSRTC - 40610,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:45,06h 45m,12:30,2.0,396,31
61,TSRTC - 40862,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:10,06h 40m,12:50,2.1,396,31
61,TSRTC - 1504,RAJDHANI (A.C. Semi Sleeper),06:10,06h 20m,12:30,2.9,480,34
61,TSRTC - 40030,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:20,05h 30m,11:50,4.4,396,27
61,TSRTC - 30662,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),06:40,06h 10m,12:50,3.2,487,41
61,TSRTC - 40631,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:40,05h 30m,12:10,3.9,396,31
61,TSRTC - 40810,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:45,06h 45m,13:30,3.6,396,31
61,TSRTC - 12862,eGARUDA,07:00,06h 10m,13:10,3.7,533,31
61,TSRTC - 41062,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:10,06h 40m,13:50,3.8,396,31
61,TSRTC - 40831,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:40,05h 30m,13:10,2.8,396,31
61,TSRTC - 41010,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:45,06h 45m,14:30,3.4,396,31
61,TSRTC - 30010,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),07:45,06h 05m,13:50,3.9,480,39
61,TSRTC - 4079,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),08:05,06h 05m,14:10,3.1,480,41
61,TSRTC - 1447,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),08:10,06h 20m,14:30,2.9,480,38
61,TSRTC - 30862,RAJDHANI (A.C. Semi Sleeper),08:25,06h 25m,14:50,3.1,480,33
61,TSRTC - 41031,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:40,05h 30m,14:10,4.9,396,31
61,TSRTC - 41210,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:45,06h 45m,15:30,2.4,396,31
61,TSRTC - 13662,eGARUDA,08:55,02h 05m,11:00,3.9,533,33
61,TSRTC - 41462,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:10,06h 40m,15:50,2.9,396,28
61,TSRTC - 4771,RAJADHANI AC (CONVERTED METRO LUXURY),09:25,06h 05m,15:30,2.7,480,35
61,TSRTC - 41231,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:40,05h 30m,15:10,4.3,396,31
61,TSRTC - 30210,LAHARI A/C SLEEPER CUM SEATER,09:45,06h 05m,15:50,2.5,483,36
61,TSRTC - 41662,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:50,06h 40m,16:30,3.9,396,30
61,TSRTC - 7662,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:10,06h 40m,16:50,3.3,396,31
61,TSRTC - 9882,Lahari Non A/C Sleeper Cum Seater,10:15,06h 55m,17:10,2.3,396,43
61,TSRTC - 2961,RAJDHANI (A.C. Semi Sleeper),10:35,05h 55m,16:30,2.9,480,35
61,TSRTC - 41431,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:40,05h 30m,16:10,4.8,396,30
61,TSRTC - 30410,LAHARI A/C SLEEPER CUM SEATER,10:45,06h 05m,16:50,3.0,483,37
61,TSRTC - 14462,eGARUDA,11:00,06h 10m,17:10,3.1,533,33
61,TSRTC - 1739,RAJDHANI (A.C. Semi Sleeper),11:10,05h 00m,16:10,2.8,480,35
61,TSRTC - 41862,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:10,06h 40m,17:50,3.3,396,31
61,TSRTC - 9884,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:30,06h 40m,18:10,2.9,396,29
61,TSRTC - 1916,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:30,07h 25m,18:55,2.5,396,30
61,TSRTC - 31062,RAJDHANI (A.C. Semi Sleeper),11:30,06h 20m,17:50,3.3,480,35
61,TSRTC - 40277,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:00,05h 30m,17:30,2.4,396,30
61,TSRTC - 1615,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:00,07h 30m,19:30,3.3,396,30
61,TSRTC - 1585,RAJDHANI (A.C. Semi Sleeper),12:30,05h 00m,17:30,2.8,480,35
61,TSRTC - 31262,RAJDHANI (A.C. Semi Sleeper),12:30,06h 20m,18:50,2.4,480,35
61,TSRTC - 9886,RAJDHANI (A.C. Semi Sleeper),12:30,06h 40m,19:10,2.8,480,35
61,TSRTC - 41631,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,05h 30m,18:30,2.3,396,31
61,TSRTC - 1970,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),13:05,06h 05m,19:10,3.0,480,41
61,TSRTC - 1449,RAJDHANI (A.C. Semi Sleeper),13:10,05h 00m,18:10,1.9,480,35
61,TSRTC - 14662,eGARUDA,13:25,06h 05m,19:30,1.9,592,33
61,TSRTC - 42062,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,06h 40m,20:10,3.6,396,33
61,TSRTC - 30610,RAJDHANI (A.C. Semi Sleeper),13:45,06h 05m,19:50,2.7,490,35
61,TSRTC - 7741,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:05,07h 05m,21:10,3.2,396,31
61,TSRTC - 41410,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:10,06h 20m,20:30,2.4,396,31
61,TSRTC - 42262,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:10,06h 40m,20:50,1.9,396,31
61,TSRTC - 5965,RAJDHANI (A.C. Semi Sleeper),14:20,06h 10m,20:30,2.9,480,31
61,TSRTC - 30810,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),14:45,06h 05m,20:50,3.1,480,40
61,TSRTC - 7761,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:50,07h 20m,22:10,4.2,396,33
61,TSRTC - 42462,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:05,06h 45m,21:50,2.5,396,31
61,TSRTC - 41262,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:05,23h 45m,14:50,3.5,396,31
61,TSRTC - 16262,eGARUDA,15:10,06h 20m,21:30,2.7,533,33
61,TSRTC - 1469,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:15,05h 55m,21:10,2.1,396,43
61,TSRTC - 1343,RAJADHANI AC (CONVERTED METRO LUXURY),15:45,06h 05m,21:50,2.4,480,35
61,TSRTC - 42662,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:50,06h 40m,22:30,3.3,396,31
61,TSRTC - 2042,LAHARI A/C SLEEPER CUM SEATER,15:50,06h 20m,22:10,2.9,483,33
61,TSRTC - 1589,RAJDHANI (A.C. Semi Sleeper),16:40,06h 10m,22:50,2.1,480,33
61,TSRTC - 8002,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45,08h 15m,01:00,3.2,440,31
61,TSRTC - 42862,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:50,06h 40m,23:30,2.7,396,31
61,TSRTC - 43062,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,06h 40m,00:10,3.2,396,31
61,TSRTC - 41831,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:40,05h 30m,23:10,1.7,396,31
61,TSRTC - 9698,Lahari A/C sleeper,17:40,06h 10m,23:50,3.2,657,27
61,TSRTC - 43262,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:10,06h 40m,00:50,3.7,396,28
61,TSRTC - 42031,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:20,07h 50m,02:10,3.9,396,31
61,TSRTC - 1143,RAJADHANI AC (CONVERTED METRO LUXURY),18:25,06h 05m,00:30,1.9,480,35
61,TSRTC - 1417,RAJDHANI (A.C. Semi Sleeper),18:30,05h 00m,23:30,2.2,480,35
61,TSRTC - 17862,eGARUDA,18:40,06h 10m,00:50,2.9,533,33
61,TSRTC - 7620,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:50,06h 20m,01:10,4.2,396,31
61,TSRTC - 9929,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:55,06h 55m,01:50,2.9,396,16
61,TSRTC - 40477,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,06h 15m,01:30,3.0,396,31
61,TSRTC - 9807,Lahari A/C sleeper,19:25,06h 05m,01:30,3.8,657,26
61,TSRTC - 6552,RAJDHANI (A.C. Semi Sleeper),19:45,06h 05m,01:50,2.7,480,35
61,TSRTC - 9919,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:50,06h 40m,02:30,3.9,400,30
61,TSRTC - 7692,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:05,06h 45m,02:50,3.8,396,33
61,TSRTC - 18662,eGARUDA,20:10,06h 20m,02:30,3.6,533,31
61,TSRTC - 2016,Super Luxury (Non AC Seater 2+2 Push Back),20:25,06h 35m,03:00,3.2,440,3
61,TSRTC - 1548,RAJADHANI AC (CONVERTED METRO LUXURY),20:35,06h 15m,02:50,3.1,480,34
61,TSRTC - 31010,RAJDHANI (A.C. Semi Sleeper),21:05,06h 05m,03:10,3.1,480,33
61,TSRTC - 1781,RAJDHANI (A.C. Semi Sleeper),21:10,05h 00m,02:10,2.7,480,35
61,TSRTC - 2980,RAJADHANI AC (CONVERTED METRO LUXURY),21:25,06h 05m,03:30,3.4,480,35
61,TSRTC - 1581,RAJDHANI (A.C. Semi Sleeper),21:30,06h 30m,04:00,3.1,480,34
61,TSRTC - 9880,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,06h 10m,03:40,3.8,440,29
61,TSRTC - 7769,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,06h 40m,04:30,3.0,396,26
61,TSRTC - 9922,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:10,06h 40m,04:50,3.5,396,30
61,TSRTC - 9933,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,06h 40m,05:10,3.7,396,30
61,TSRTC - 1627,RAJDHANI (A.C. Semi Sleeper),22:35,06h 15m,04:50,3.0,480,31
61,TSRTC - 7773,Lahari Non A/C Sleeper Cum Seater,23:10,06h 20m,05:30,3.4,398,36
61,TSRTC - 4075,RAJDHANI (A.C. Semi Sleeper),23:20,06h 00m,05:20,2.4,480,35
61,FRESHBUS,Electric A/C Seater (2+2),04:35,05h 55m,10:30,4.7,450,30
61,Svkdt travels,A/C Sleeper (2+1),23:35,06h 15m,05:50,4.6,690,26
61,IntrCity SmartBus,AC Sleeper (2+1),00:01,06h 29m,06:30,4.7,648,27
61,AdSai RK Travels,Non A/C Seater / Sleeper (2+1),22:55,05h 15m,04:10,3.2,450,30
61,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:50,05h 45m,05:35,4.5,517,38
61,FRESHBUS,Electric A/C Seater (2+2),11:00,06h 40m,17:40,4.7,450,30
61,FRESHBUS,Electric A/C Seater (2+2),00:20,06h 40m,07:00,4.6,450,34
61,AdSrivastav Travels,Non A/C Seater / Sleeper (2+1),22:30,06h 00m,04:30,3.9,369,32
61,NueGo,Electric A/C Seater (2+2),05:00,06h 05m,11:05,4.6,332,24
61,IntrCity SmartBus,AC Sleeper (2+1),23:25,06h 35m,06:00,4.5,725,22
61,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45,06h 20m,06:05,4.5,375,36
61,FRESHBUS,Electric A/C Seater (2+2),23:10,06h 45m,05:55,4.5,450,31
61,FRESHBUS,Electric A/C Seater (2+2),23:40,06h 45m,06:25,4.5,450,34
61,GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),23:45,05h 40m,05:25,4.5,409,36
61,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:05,06h 55m,06:00,4.4,480,40
61,NueGo,Electric A/C Seater (2+2),16:00,07h 00m,23:00,4.4,427,24
61,NueGo,Electric A/C Seater (2+2),10:00,06h 25m,16:25,4.4,332,37
61,Svkdt travels,A/C Seater / Sleeper (2+1),23:35,05h 55m,05:30,4.4,450,36
61,NueGo,Electric A/C Seater (2+2),06:00,06h 20m,12:20,4.4,379,22
61,FRESHBUS,Electric A/C Seater (2+2),15:30,07h 40m,23:10,4.6,450,43
61,NueGo,Electric A/C Seater (2+2),13:30,06h 40m,20:10,4.3,332,30
61,Svkdt travels,A/C Sleeper (2+1),23:35,06h 15m,05:50,4.3,690,27
61,FRESHBUS,Electric A/C Seater (2+2),12:25,06h 40m,19:05,4.4,500,42
61,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,07h 05m,05:50,4.3,419,35
61,NueGo,Electric A/C Seater/Sleeper (2+1),22:00,07h 10m,05:10,4.5,427,28
61,NueGo,Electric A/C Seater (2+2),11:00,06h 25m,17:25,4.3,332,34
61,NueGo,Electric A/C Seater (2+2),12:00,06h 25m,18:25,4.3,332,38
61,NueGo,Electric A/C Seater/Sleeper (2+1),23:00,07h 00m,06:00,4.2,504,21
61,Sri KVR Travels,A/C Sleeper (2+1),23:35,05h 40m,05:15,4.3,599,32
61,NueGo,Electric A/C Seater (2+2),21:30,06h 50m,04:20,4.2,379,32
61,Sri Durga Malleswari Travels,A/C Sleeper (2+1),23:10,06h 15m,05:25,4.3,631,13
61,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:05,06h 15m,05:20,4.6,460,43
61,NueGo,Electric A/C Seater (2+2),22:35,06h 40m,05:15,4.4,379,26
61,NueGo,Electric A/C Seater (2+2),23:50,06h 40m,06:30,4.2,379,36
61,LVP Travels,A/C Seater / Sleeper (2+1),22:19,06h 26m,04:45,4.3,560,23
61,NueGo,Electric A/C Seater (2+2),22:30,07h 05m,05:35,4.1,332,25
61,FRESHBUS,Electric A/C Seater (2+2),22:50,06h 50m,05:40,4.4,450,30
61,FRESHBUS,Electric A/C Seater (2+2),13:05,06h 20m,19:25,4.4,500,42
61,NueGo,Electric A/C Seater (2+2),23:15,07h 20m,06:35,4.4,427,29
61,Zingbus Plus,A/C Seater / Sleeper (2+1),23:35,06h 55m,06:30,4.2,312,33
61,NueGo,Electric A/C Seater (2+2),15:00,06h 40m,21:40,4.0,379,33
61,Yolo Bus,A/C Seater / Sleeper (2+1),22:46,05h 45m,04:31,4.0,450,30
61,LVR Travels,Non A/C Seater / Sleeper (2+1),23:37,06h 08m,05:45,4.0,500,26
61,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:30,07h 15m,06:45,4.6,510,40
61,NueGo,Electric A/C Seater (2+2),11:30,06h 40m,18:10,4.6,379,31
61,NueGo,Electric A/C Seater (2+2),23:30,07h 00m,06:30,3.8,332,32
61,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:13,05h 07m,04:20,3.9,460,27
61,Tirumala Xpress,A/C Sleeper (2+1),23:00,06h 50m,05:50,3.8,499,31
61,V Kaveri Travels,A/C Seater / Sleeper (2+1),23:00,05h 15m,04:15,4.0,560,26
61,NueGo,Electric A/C Seater (2+2),22:30,07h 30m,06:00,3.8,379,32
61,NueGo,Electric A/C Seater (2+2),22:00,07h 20m,05:20,3.9,427,28
61,Sri KVR Travels,NON A/C Sleeper (2+1),23:01,06h 30m,05:31,4.0,500,32
61,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),22:55,06h 20m,05:15,3.7,700,27
61,Go Tour Travels and Holidays,A/C Seater / Sleeper (2+1),22:48,05h 27m,04:15,4.3,590,27
61,Mythri Tours And Travels,A/C Sleeper (2+1),19:10,07h 18m,02:28,4.6,899,20
61,Sri Durga Malleswari Travels,A/C Sleeper (2+1),23:10,05h 25m,04:35,3.7,631,17
61,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:00,06h 15m,05:15,3.5,400,35
61,Anjani Bus,A/C Seater / Sleeper (2+1),22:45,05h 55m,04:40,3.6,399,32
61,Sri Venkata Padmavathi Travels,Non A/C Seater / Sleeper (2+1),22:42,07h 18m,06:00,4.1,490,46
61,Orange Tours And Travels,A/C Sleeper (2+1),22:25,06h 20m,04:45,3.6,800,31
61,BSR Tours And Travels,VE A/C Sleeper (2+1),22:00,06h 10m,04:10,4.3,880,19
61,Sri Durga Malleswari Travels,A/C Seater / Sleeper (2+1),21:00,07h 40m,04:40,4.4,421,33
61,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:00,06h 00m,05:00,3.5,400,39
61,GO BUS,Non A/C Seater / Sleeper (2+1),22:47,06h 03m,04:50,4.7,428,26
61,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),22:55,06h 20m,05:15,3.3,800,22
61,Morning Star Travels,A/C Sleeper (2+1),23:05,06h 15m,05:20,3.4,890,29
61,Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),23:00,05h 50m,04:50,3.8,480,31
61,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:00,06h 30m,05:30,3.4,500,45
61,Zingbus Plus,A/C Sleeper (2+1),16:10,07h 35m,23:45,4.5,612,25
61,Orange Tours And Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:55,06h 20m,05:15,3.1,500,39
61,Sri Atluri Travels,NON A/C Hi-Tech (2+2),22:15,06h 05m,04:20,4.3,510,20
61,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:55,05h 50m,04:45,3.0,400,34
61,Nani Svkdt Travels,A/C Sleeper (2+1),23:20,05h 10m,04:30,3.4,870,24
61,NueGo,Electric A/C Seater (2+2),09:30,07h 40m,17:10,3.6,427,34
61,NueGo,Electric A/C Seater/Sleeper (2+1),10:30,06h 35m,17:05,4.3,332,29
61,Nani Svkdt Travels,A/C Sleeper (2+1),23:20,05h 05m,04:25,3.2,870,24
61,IntrCity SmartBus,A/C Seater / Sleeper (2+1),19:05,07h 55m,03:00,4.9,765,41
61,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),19:45,08h 10m,03:55,3.0,400,37
61,Morning Star Travels,A/C Sleeper (2+1),23:20,06h 05m,05:25,3.2,890,25
61,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:15,06h 10m,04:25,3.4,400,39
61,IntrCity SmartBus,AC Sleeper (2+1),20:40,06h 50m,03:30,5.0,1302,25
61,PRK Travels,Non A/C Seater / Sleeper (2+1),22:13,07h 12m,05:25,3.8,449,31
61,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:22,06h 08m,04:30,3.5,560,27
61,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:00,06h 00m,05:00,3.2,400,36
61,Kaveri Travels,A/C Volvo B11R Multi-Axle Sleeper (2+1),22:18,05h 47m,04:05,3.4,760,22
61,Orange Tours And Travels,A/C Sleeper (2+1),23:00,05h 45m,04:45,3.1,700,34
61,Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:21,06h 14m,04:35,4.4,940,23
61,SLGT Travels,A/C Seater/Sleeper (2+1),22:30,06h 00m,04:30,,475,32
61,Elegance Tours And Travels Pvt Ltd,Bharat Benz A/C Sleeper (2+1),20:35,06h 10m,02:45,,1235,21
61,YNR Travels,A/C Sleeper (2+1),00:20,05h 50m,06:10,,641,25
61,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:25,06h 05m,04:30,3.9,560,32
61,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),22:20,07h 10m,05:30,3.9,500,31
61,SVR Tours and Travels,Volvo Multi Axle Sleeper B11R (2+1),17:15,06h 35m,23:50,3.0,800,34
61,Eswar Travels,A/C Seater / Sleeper (2+1),22:25,06h 05m,04:30,3.2,549,30
61,Sudha Sri Tours and Travels,A/C Sleeper (2+1),22:55,05h 05m,04:00,3.3,750,30
61,Sri Krishna Travels,A/C Seater / Sleeper (2+1),21:30,06h 30m,04:00,3.1,600,20
61,Sri Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),22:10,06h 20m,04:30,3.4,500,35
61,Go Tour Travels and Holidays,A/C Sleeper (2+1),22:48,05h 27m,04:15,3.7,890,20
61,Sai RK Travels,Non A/C Seater / Sleeper (2+1),23:00,05h 35m,04:35,3.4,399,31
61,Orange Tours And Travels,A/C Sleeper (2+1),22:20,06h 20m,04:40,3.1,800,35
61,Royal Varma Travels,A/C Sleeper (2+1),22:37,06h 08m,04:45,3.8,800,32
61,Orange Tours And Travels,NON A/C Sleeper (2+1),19:30,06h 30m,02:00,4.2,600,32
61,LVP Travels,A/C Seater / Sleeper (2+1),22:00,06h 20m,04:20,3.6,610,27
61,Sri Keerthana Sai Travels,A/C Sleeper (2+1),14:45,09h 00m,23:45,5.0,570,26
61,Chandu Travels,A/C Seater / Sleeper (2+1),23:05,05h 25m,04:30,3.2,437,29
61,Orange Tours And Travels,NON A/C Sleeper (2+1),22:55,06h 20m,05:15,2.8,600,30
61,Sri Rama Travels,Non A/C Seater / Sleeper (2+1),22:40,05h 35m,04:15,4.3,555,33
61,Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),21:30,06h 35m,04:05,3.9,460,34
61,Komali Travels,Non A/C Seater / Sleeper (2+1),22:25,06h 05m,04:30,4.3,475,30
61,SAMANVI CITICONNECT,A/C Sleeper (2+1),22:25,05h 55m,04:20,4.0,799,24
61,Sri Venkata Padmavathi Travels,A/C Seater / Sleeper (2+1),22:40,06h 05m,04:45,3.3,550,31
61,IntrCity SmartBus,AC Sleeper (2+1),16:40,07h 40m,00:20,4.3,1147,28
61,Navayuga Travels,NON AC Seater / Sleeper 2+1,22:30,05h 40m,04:10,4.2,499,35
61,Morning Star Travels,A/C Sleeper (2+1),23:00,06h 05m,05:05,2.4,690,29
61,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),18:15,07h 55m,02:10,3.8,785,36
61,Venkteshwara Travels,A/C Sleeper (2+1),05:45,05h 00m,10:45,2.5,369,19
61,Tirumala Travels,A/C Sleeper (2+1),22:08,06h 22m,04:30,4.0,693,29
61,BSR Tours And Travels,A/C Sleeper (2+1),22:00,06h 00m,04:00,3.7,880,22
61,Sai Srinivasa Travels,A/C Sleeper (2+1),22:35,05h 40m,04:15,3.7,800,21
61,Siri Tours and Travels,A/C Seater / Sleeper (2+1),18:35,07h 35m,02:10,3.7,560,33
61,LVR Travels,Non A/C Seater / Sleeper (2+1),22:13,06h 42m,04:55,3.5,450,34
61,Zingbus Plus,A/C Sleeper (2+1),17:30,07h 35m,01:05,4.5,926,26
61,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),22:55,05h 50m,04:45,2.5,800,22
61,Morning Star Travels,A/C Sleeper (2+1),05:40,05h 55m,11:35,2.6,690,26
61,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:44,04h 51m,03:35,3.2,450,32
61,Morning Star Travels,A/C Sleeper (2+1),23:05,05h 50m,04:55,3.0,890,28
61,KKaveri Travels,Non A/C Seater / Sleeper (2+1),18:15,07h 45m,02:00,3.1,504,24
61,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),15:10,07h 55m,23:05,3.6,799,24
61,Morning Star Travels,A/C Sleeper (2+1),23:05,05h 55m,05:00,2.8,790,29
61,Srivastav Travels,Non A/C Seater / Sleeper (2+1),22:35,06h 25m,05:00,3.4,369,34
61,Siri Tours and Travels,A/C Seater / Sleeper (2+1),18:40,08h 00m,02:40,3.3,610,31
61,Sai Sri Durga Travels,Non A/C Seater / Sleeper (2+1),23:00,06h 30m,05:30,2.8,3000,40
61,CVR Express,Non A/C Seater / Sleeper (2+1),22:20,06h 00m,04:20,3.1,449,30
61,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),19:45,07h 45m,03:30,3.3,500,40
61,Ramana Tours And Travels,NON AC Seater / Sleeper 2+1,22:25,06h 20m,04:45,3.5,510,29
61,Sri Rama Travels,A/C Seater / Sleeper (2+1),22:25,05h 50m,04:15,3.9,666,32
61,Orange Tours And Travels,NON A/C Sleeper (2+1),23:05,05h 40m,04:45,2.9,700,28
61,Orange Tours And Travels,A/C Sleeper (2+1),23:00,06h 00m,05:00,2.7,900,30
61,Orange Tours and Travels Grand,A/C Sleeper (2+1),05:35,05h 25m,11:00,2.1,700,7
61,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),19:45,08h 10m,03:55,2.6,400,36
61,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),20:42,07h 16m,03:58,3.9,480,32
61,Mythri Tours And Travels,A/C Sleeper (2+1),22:00,06h 05m,04:05,3.9,899,20
61,J Gagana Travels,A/C Seater / Sleeper (2+1),22:15,05h 30m,03:45,3.3,720,32
61,BSR Tours And Travels,A/C Seater / Sleeper (2+1),18:00,08h 30m,02:30,4.0,610,23
61,Orange Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),13:50,07h 25m,21:15,3.0,800,35
61,Mayuri Travels,Non A/C Seater / Sleeper (2+1),22:10,05h 50m,04:00,3.5,560,39
61,KKaveri Travels,Non A/C Seater / Sleeper (2+1),18:55,07h 35m,02:30,3.8,504,25
61,Tranzindia Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:40,06h 10m,03:50,3.1,949,22
